operation_date,document_number,debit,credit,amount,direction,counterparty_name,counterparty_inn,counterparty_kpp,counterparty_account,counterparty_bik,counterparty_bank_name,payment_purpose,debtor_code,document_type,source_file,source_file_path,source_file_hash,source_sheet,source_row_number
2025-05-05,1291,0.0,4800.0,4800.0,credit,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810640000063129 ПАО СБЕРБАНК г.Москва",5033001802,503001001,30302810020006005500,042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК г Калининград,Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Волоколамск Ново-Солдатская 23Сумма 4800-00В т.ч. НДС(10%) 436-36,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4076
2025-05-05,1241,0.0,4800.0,4800.0,credit,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810266000015129 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",7106023201,710601001,30302810020006005500,042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК г Калининград,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Товарковский Кирова 9Г. Сумма 4800-00 В т.ч. НДС(10%) 436-36,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4077
2025-05-05,1153,0.0,3200.0,3200.0,credit,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810940000030771 ПАО СБЕРБАНК г.Москва",5033001802,503001001,30302810020006005500,042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК г Калининград,Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Кузнецы 76АСумма 3200-00В т.ч. НДС(10%) 290-91,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4078
2025-05-05,1746,0.0,3000.0,3000.0,credit,"ООО ""ТОРГСЕРВИС 50"" p/c 40702810940000026976 ПАО СБЕРБАНК г.Москва",5033001802,503001001,30302810020006005500,042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК г Калининград,Оплата за товар согласно договору поставки № ТС50/25-241ПМСК от 31.12.2024 Можайск Воинов-интернационалистов 12Сумма 3000-00В т.ч. НДС(10%) 272-73,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4079
2025-05-05,1471,0.0,6588.2,6588.2,credit,"ООО ""ТОРГСЕРВИС 71"" p/c 40702810266000016267 ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г.Тула",7106023201,710601001,30302810020006005500,042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК г Калининград,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Дубна Первомайская 10. Сумма 6588-20 В т.ч. НДС(10%) 598-93,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4080
2025-05-05,382,20000.0,0.0,-20000.0,debit,"ООО ""ТК ""ШЕБЕКИНСКИЙ КАРТОН""",3120101528,312001001,40702810807000003563,041403633,БЕЛГОРОДСКОЕ ОТДЕЛЕНИЕ N8592 ПАО СБЕРБАНК г Белгород,"Оплата по торг-12 № 445 от02.03.2025 за гофролоток. В том числе НДС 20%, 3333.33 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4081
2025-05-05,380,38850.0,0.0,-38850.0,debit,Мишаткина Марина Викторовна,710505911868,,40817810166006640787,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата по договору № 12/2024 от 5 декабря 2024г за услуги. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4082
2025-05-05,379,32000.0,0.0,-32000.0,debit,Мишаткина Марина Викторовна,710505911868,,40817810166006640787,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата по договору № 12/2024 от 5 декабря 2024г за услуги. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4083
2025-05-05,381,20000.0,0.0,-20000.0,debit,Казначейство России ( ФНС России),7727406020,770801001,03100643000000018500,017003983,ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г Тула,Единый налоговый платеж. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4084
2025-05-05,378,5875.0,0.0,-5875.0,debit,Сушкина Оксана Васильевна,711201554750,,40817810566004891837,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Заработная плата за 2 половину апреля 2025г. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4085
2025-05-05,377,3161.0,0.0,-3161.0,debit,"ООО ""БИЗНЕС-СОФТ""",7107502246,710701001,40702810866000016654,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,оплата по счету № 170 от 28.04.2025. облачная инфраструктура 1с бухгалтерия за май 2025. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4086
2025-05-05,3718,0.0,8495.77,8495.77,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810077030025663,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК г Калуга,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Тула Парковая 7Сумма 8495-77В т.ч. НДС(10%) 772-34,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4087
2025-05-05,3641,0.0,3252.52,3252.52,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810577030045091,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК г Калуга,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Брянск 50-й Армии 1ДСумма 3252-52В т.ч. НДС(10%) 295-68,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4088
2025-05-05,1553,0.0,2380.0,2380.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810340000078265,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Луховицы Гагарина 45а-1Сумма 2380-00В т.ч. НДС(10%) 216-36,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4089
2025-05-05,1400,0.0,4340.0,4340.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810740000410119,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Можайск Коммунистическая 1Сумма 4340-00В т.ч. НДС(10%) 394-55,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4090
2025-05-05,1302,0.0,3400.0,3400.0,credit,"ООО ""ТОРГСЕРВИС 150""",9723095473,772301001,40702810440000075045,044525225,ПАО Сбербанк г Москва,Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Куровское Совхозная 25Сумма 3400-00В т.ч. НДС(10%) 309-09,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4091
2025-05-05,3903,0.0,10401.43,10401.43,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810677030023065,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК г Калуга,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж 45-й стрелковой дивизии 255вСумма 10401-43В т.ч. НДС(10%) 945-58,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4092
2025-05-05,4026,0.0,7766.83,7766.83,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810877030004172,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК г Калуга,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Дубровина 3ВСумма 7766-83В т.ч. НДС(10%) 706-08,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4093
2025-05-05,4232,0.0,6119.72,6119.72,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810477030024633,042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК г Калуга,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Машиностроителей 24Сумма 6119-72В т.ч. НДС(10%) 556-34,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4094
2025-05-05,3538,0.0,6643.8,6643.8,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810130000042967,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК г Краснодар,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Подольск Загородная 1Сумма 6643-80В т.ч. НДС(10%) 603-98,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4095
2025-05-05,2792,0.0,5898.0,5898.0,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810630000048160,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК г Краснодар,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Электросталь Тевосяна 25Сумма 5898-00В т.ч. НДС(10%) 536-18,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4096
2025-05-05,4301,0.0,1024.0,1024.0,credit,"ООО ""ВОСТОРГ 76""",7604336782,760401001,40702810330000034076,040349602,КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК г Краснодар,Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Курск Кулакова 146зСумма 1024-00В т.ч. НДС(10%) 93-09,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4097
2025-05-06,385,20000.0,0.0,-20000.0,debit,"ООО ""СКХ""",6827016382,681101001,40702810161260100477,046850649,ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО СБЕРБАНК г Тамбов,"Оплата по Договору № 01 от 28.12.2023г. арендная плата ( постоянная часть)за февраль 2025г. В том числе НДС 20%, 3333.33 руб.",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4061
2025-05-06,383,60000.0,0.0,-60000.0,debit,"ООО ""ГИЛЬДИЯ ""РОМБ""",7106052040,710601001,40702810944450002707,044525411,"Филиал ""Центральный"" Банка ВТБ (ПАО) г Москва","Оплата по УПД № 267 от 18.02.2025, за маргарин, мука. В том числе НДС 10%, 5454.55 руб. частично",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4062
2025-05-06,384,60000.0,0.0,-60000.0,debit,"ООО ""РУСАГРИКОМ""",7727616155,772101001,40702810238360109601,044525225,ПАО Сбербанк г Москва,"Оплата по УПД № 1689 от 11.03.2025. за маргарин. В том числе НДС 10%, 5454.55 руб. частично",,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4063
2025-05-06,386,20000.0,0.0,-20000.0,debit,Казначейство России ( ФНС России),7727406020,770801001,03100643000000018500,017003983,ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г Тула,Единый налоговый платеж. НДС не облагается,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4064
2025-05-06,1348,0.0,9400.0,9400.0,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,713001001,40702810266000016704,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Суворов Чайковского 14а. Сумма 9400-00 В т.ч. НДС(10%) 854-55,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4065
2025-05-06,2108,0.0,14763.4,14763.4,credit,"ООО ""ТОРГСЕРВИС 71""",7106023201,713001001,40702810766000016712,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК г Тула,Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Киреевск Геологов 1а. Сумма 14763-40 В т.ч. НДС(10%) 1342-13,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4066
2025-05-07,1764,0.0,27627.0,27627.0,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810566000001765 в ПАО Сбербанк г Москва",7106023201,710601001,40702810566000001765,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА МАРАТА 59. СУММА 27627-00 В Т.Ч. НДС(10%) 2511-55,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4050
2025-05-07,1802,0.0,11102.2,11102.2,credit,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000014424 в ПАО Сбербанк г Москва",7106023201,710445003,40702810166000014424,047003608,ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕР БАНК,ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА ВЕНЕВСКОЕ 6. СУММА 11102-20 В Т.Ч. НДС(10%) 1009-29,,Платежное поручение,Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,Данные/Выписки и данные/Выписка_40702810101690000356_01.05.2025–30.04.2026.xlsx,4b76869776b0396f99416042e2ef48c62c74d63100f729374e86b291584bc8a1,Выписка по счёту,4051
